Key,Source,Context,Changes,English,French,German,Klingon,Spanish
quest_BasicSurvival5_description_console,,Quest Info,KeyCon KgNone,"Now that you have a melee weapon, you could use a ranged weapon. Gather wood, stone, plant fibers and feathers found in bird nests on the ground. \n\nOnce you have the ingredients, access the Basics category of the Crafting window. Craft a Wooden Bow and Arrows.","Maintenant que vous disposez d'une arme de mêlée, une arme de jet pourrait s'avérer utile. Collectez du bois, de la pierre, des fibres végétales et des plumes trouvées dans les nids d'oiseau au sol. \n\nUne fois les composants acquis, accédez à la catégorie de base de la fenêtre de fabrication. Fabriquez un arc en bois et des flèches.","Jetzt da du eine Nahkampfwaffe hast, kannst du auch eine Fernkampfwaffe gebrauchen. Sammle Holz, Steine, Pflanzenfasern und Federn aus Vogelnestern auf dem Boden. \n\nWenn du die Zutaten hast, wähle die Kategorie „Grundlagen“ im Fertigungs-Fenster. Fertige einen Holzbogen und Pfeile.",,"Ahora que tienes un arma cuerpo a cuerpo, no estaría mal un arma a distancia. Reúne madera, piedra, fibra vegetal y plumas que puedes encontrar por el suelo, en nidos de pájaros. \n\nUna vez que tengas los ingredientes, accede a la categoría Básico de la ventana de Fabricación. Fabrica un arco de madera y flechas."
quest_BasicSurvival5_subtitle,,Quest Info,Reordered,Craft Wooden Club,Fabriquer une massue en bois,Fertige einen Holzknüppel,,Fabrica un garrote de madera.
quest_BasicSurvival6,,Quest Info,Reordered,Basic Survival 6/8,Les bases de la survie 6/8,Das 1x1 des Überlebens 6/8,,Supervivencia básica 6/8
quest_BasicSurvival6_description,,Quest Info,Reordered,"Now that you have a melee weapon, you could use a ranged weapon. Gather wood, stone, plant fibers and feathers found in bird nests on the ground. Once you have the ingredients, access the Basics category of the Crafting window. Craft a Wooden Bow and Arrows.","Maintenant que vous disposez d'une arme de mêlée, une arme de jet pourrait s'avérer utile. Collectez du bois, de la pierre, des fibres végétales et des plumes trouvées dans les nids d'oiseau au sol. Une fois les composants acquis, accédez à la catégorie de base de la fenêtre de fabrication. Fabriquez un arc en bois et des flèches.","Jetzt da du eine Nahkampfwaffe hast, kannst du auch eine Fernkampfwaffe gebrauchen. Sammle Holz, Steine, Pflanzenfasern und Federn aus Vogelnestern auf dem Boden. Wenn du die Zutaten hast, wähle die Kategorie „Grundlagen“ im Fertigungs-Fenster. Fertige einen Holzbogen und Pfeile.",,"Ahora que tienes un arma cuerpo a cuerpo, no estaría mal un arma a distancia. Reúne madera, piedra, fibra vegetal y plumas que puedes encontrar por el suelo, en nidos de pájaros. Una vez que tengas los ingredientes, accede a la categoría Básico de la ventana de Fabricación. Fabrica un arco de madera y flechas."
quest_BasicSurvival6_description_button_console,,Quest Info,KeyCon KgNone,"Gather wood and Craft {0} Wooden Frames from the Basics category of the Crafting window. \n\nFrom your Inventory, Select {1} and Equip {2} the Wooden Frames. Place Wooden Frames in the world with {3}. With extra wood in your inventory you can use {4} with a Stone Axe to upgrade the Wooden Frames.","Collectez du bois et fabriquez {0} des structures en bois dans la catégorie de base de la fenêtre de fabrication. \n\nDans votre inventaire, sélectionnez {1} et équipez {2} les structures en bois. Placez les structures en bois avec {3}. Grâce au bois supplémentaire dans votre inventaire, utilisez {4} avec la hache de pierre pour améliorer les structures en bois.","Sammle Holz und fertige {0} über die Kategorie „Grundlagen“ im Fertigungs-Fenster Holzrahmen. \n\nWähle {1} in deinem Inventar die Holzrahmen aus und rüste {2} sie aus. Platziere mit {3} Holzrahmen in der Welt. Verfügst du über zusätzliches Holz im Inventar, kannst du Holzrahmen mit einer Steinaxt und {4} aufwerten.",,"Reúne madera y fabrica {0} estructuras de madera desde la categoría Básico de la ventana de Fabricación. \n\n Desde tu Inventario, selecciona {1} y equipa {2} las estructuras de madera. Coloca estructuras de madera en el mundo con {3}. Puedes usar {4} la madera extra de tu inventario para mejorar las estructuras de madera con un Hacha de piedra."
quest_BasicSurvival6_description_console,,Quest Info,KeyCon KgNone,Gather wood and Craft Wooden Frames from the Basics category of the Crafting window. \n\nPlace Wooden Frames in the world by equipping them and using the secondary action. Upgrade them with a Stone Axe using the secondary action while you have extra wood in your Inventory.,"Collectez du bois et fabriquez des structures en bois dans la catégorie de base de la fenêtre de fabrication. \n\nÉquipez les structures en bois, puis placez-les à l'aide de l'action secondaire. Grâce au bois supplémentaire dans votre inventaire, vous pouvez les améliorer avec une hache de pierre, à l'aide de l'action secondaire.","Sammle Holz und fertige über die Kategorie „Grundlagen“ im Fertigungs-Fenster Holzrahmen. \n\nPlatziere Holzrahmen in der Welt, indem du sie ausrüstest und die sekundäre Aktion verwendest. Werte sie mit einer Steinaxt und der sekundären Aktion auf, während du über zusätzliches Holz im Inventar verfügst.",,Reúne madera y fabrica estructuras de madera desde la categoría Básico de la ventana de Fabricación. \n\nEquipa las estructuras de madera y usa el botón de acción secundaria para colocarlas en el mundo. Mejóralas usando la acción secundaria con un hacha de piedra si tienes madera extra en tu inventario.
quest_BasicSurvival6_subtitle,,Quest Info,Reordered,Craft Bow & Arrows,Fabriquer un arc et des flèches,Fertige einen Bogen und Pfeile,,Fabrica un arco y flechas.
quest_BasicSurvival7,,Quest Info,Reordered,Basic Survival 7/8,Les bases de la survie 7/8,Das 1x1 des Überlebens 7/8,,Supervivencia básica 7/8
quest_BasicSurvival7_description,,Quest Info,Reordered,Gather wood and Craft Wooden Frames from the Basics category of the Crafting window. Place Wooden Frames in the world by equipping them and using the secondary action. Upgrade them with a Stone Axe using the secondary action while you have extra wood in your Inventory.,"Collectez du bois et fabriquez des structures en bois dans la catégorie de base de la fenêtre de fabrication. Équipez les structures en bois, puis placez-les à l'aide de l'action secondaire. Grâce au bois supplémentaire dans votre inventaire, vous pouvez les améliorer avec une hache de pierre, à l'aide de l'action secondaire.","Sammle Holz und fertige über die Kategorie „Grundlagen“ im Fertigungs-Fenster Holzrahmen. Platziere Holzrahmen in der Welt, indem du sie ausrüstest und die sekundäre Aktion verwendest. Werte sie mit einer Steinaxt und der sekundären Aktion auf, während du über zusätzliches Holz im Inventar verfügst.",,Reúne madera y fabrica estructuras de madera desde la categoría Básico de la ventana de Fabricación. Equipa las estructuras de madera y usa el botón de acción secundaria para colocarlas en el mundo. Mejóralas usando la acción secundaria con un hacha de piedra si tienes madera extra en tu inventario.
quest_BasicSurvival7_description_button_console,,Quest Info,KeyCon KgNone,"Gather plant fibers and Craft {0} a Bedroll from the Basics category of the Crafting window. Select {1} and Equip {2} the Bedroll. \n\nPlace the Bedroll in the world with {3}. Once placed a Bed Icon will appear on your Compass, and in your Map menu. This will lead you back to your home and will act as a respawn point if you die.","Collectez des fibres végétales et fabriquez {0} un sac de couchage dans la catégorie de base de la fenêtre de fabrication. Sélectionnez {1} et équipez {2} le sac de couchage. \n\nPlacez le sac de couchage avec {3}. Une fois placé, une icône de lit s'affichera sur votre boussole et dans le menu de la carte. Cette icône vous aidera à retrouver votre foyer et servira de point de réapparition si vous veniez à mourir.","Sammle Pflanzenfasern und fertige {0} über die Kategorie „Grundlagen“ im Fertigungs-Fenster einen Schlafsack. Wähle {1} den Schlafsack aus und rüste {2} ihn aus. \n\nPlatziere den Schlafsack mit {3} in der Welt. Wenn er platziert ist, erscheint ein Bett-Symbol auf deinem Kompass und in deinem Karten-Menü. Dies wird dich zurück nach Hause führen, und außerdem wirst du hier wiedererscheinen, falls du stirbst.",,"Reúne fibra vegetal y fabrica {0} un saco de dormir desde la categoría Básico de la ventana de Fabricación. Selecciona {1} y equipa {2} el saco de dormir. \n\nColoca el saco de dormir en el mundo con {3}. Una vez puesto, verás un icono de una cama en la brújula y en el mapa. Esto te guiará de nuevo a tu casa y será un punto de reaparición si mueres."
quest_BasicSurvival7_description_console,,Quest Info,KeyCon KgNone,"Gather plant fibers and Craft a Bedroll from the Basics category of the Crafting window. \n\nPlace the Bedroll in the world by equipping it and using the secondary action. Once placed a Bed Icon will appear on your Compass, and in your Map menu. This will lead you back to your home and will act as a respawn point if you die.","Collectez des fibres végétales et fabriquez un sac de couchage dans la catégorie de base de la fenêtre de fabrication. \n\nÉquipez le sac de couchage, puis placez-le à l'aide de l'action secondaire. Une fois placé, une icône de lit s'affichera sur votre boussole et dans le menu de la carte. Cette icône vous aidera à retrouver votre foyer et servira de point de réapparition si vous veniez à mourir.","Sammle Pflanzenfasern und fertige über die Kategorie „Grundlagen“ im Fertigungs-Fenster einen Schlafsack. \n\nPlatziere den Schlafsack in der Welt, indem du ihn ausrüstest und die sekundäre Aktion verwendest. Wenn er platziert ist, erscheint ein Bett-Symbol auf deinem Kompass und in deinem Karten-Menü. Dies wird dich zurück nach Hause führen, und außerdem wirst du hier wiedererscheinen, falls du stirbst.",,"Reúne fibra vegetal y fabrica un saco de dormir desde la categoría Básico de la ventana de Fabricación. \n\nPara poner el saco de dormir en el mundo, equípalo y usa la acción secundaria. Una vez puesto, verás un icono de una cama en la brújula y en el mapa. Esto te guiará de nuevo a tu casa y será un punto de reaparición si mueres."
quest_BasicSurvival7_subtitle,,Quest Info,Reordered,Start a Base,Commencer à construire une base,Baue eine Basis,,Empieza una base.
quest_BasicSurvival8,,Quest Info,KgNone,Basic Survival 8/8,Les bases de la survie 8/8,Das 1x1 des Überlebens 8/8,,Supervivencia básica 8/8
quest_BasicSurvival8_description,,Quest Info,KgNone,Gather small stones and Craft a Campfire from the Basics category of the Crafting window. Equip the Campfire and place it in the world using the secondary action. Once placed you can use the campfire to warm yourself or cook.,"Collectez de petites pierres et fabriquez un feu de camp dans la catégorie de base de la fenêtre de fabrication. Équipez le feu de camp, puis placez-le à l'aide de l'action secondaire. Une fois placé, vous pouvez l'utiliser pour vous réchauffer ou cuisiner.","Sammle kleine Steine und fertige über die Kategorie „Grundlagen“ im Fertigungs-Fenster ein Lagerfeuer. Rüste das Lagerfeuer aus und platziere es mit der sekundären Aktion in der Welt. Wenn es platziert ist, kannst du das Lagerfeuer verwenden, um dich warm zu halten oder um zu kochen.",,"Reúne piedras pequeñas y fabrica una fogata desde la categoría Básico de la ventana de Fabricación. Para poner la fogata en el mundo, equípala y usa la acción secundaria. Una vez puesta, podrás usar la fogata para cocinar o para entrar en calor."
quest_BasicSurvival8_description_button_console,,Quest Info,KeyCon KgNone,"Gather small stones and Craft {0} a Campfire from the Basics category of the Crafting window. Select {1} and Equip {2} the Campfire, then place it in the world with {3}. \n\nOnce placed you can use the campfire to warm yourself or cook.","Collectez de petites pierres et fabriquez {0} un feu de camp dans la catégorie de base de la fenêtre de fabrication. Sélectionnez {1} et équipez {2} le feu de camp, puis placez-le avec {3}. \n\nUne fois placé, vous pouvez l'utiliser pour vous réchauffer ou cuisiner.","Sammle kleine Steine und fertige {0} über die Kategorie „Grundlagen“ im Fertigungs-Fenster ein Lagerfeuer. Wähle {1} das Lagerfeuer aus und rüste {2} es aus, dann platziere es mit {3} in der Welt. \n\nWenn es platziert ist, kannst du das Lagerfeuer verwenden, um dich warm zu halten oder um zu kochen.",,"Reúne piedras pequeñas y fabrica {0} una fogata desde la categoría Básico de la ventana de Fabricación. Selecciona {1} y equipa {2} la fogata, y usa {3} para ponerla en el mundo. \n\nUna vez puesta, podrás usar la fogata para cocinar o para entrar en calor."
quest_BasicSurvival8_description_console,,Quest Info,KeyCon KgNone,Gather small stones and Craft a Campfire from the Basics category of the Crafting window. Equip the Campfire and place it in the world using the secondary action. \n\nOnce placed you can use the campfire to warm yourself or cook.,"Collectez de petites pierres et fabriquez un feu de camp dans la catégorie de base de la fenêtre de fabrication. Équipez le feu de camp, puis placez-le à l'aide de l'action secondaire. \n\nUne fois placé, vous pouvez l'utiliser pour vous réchauffer ou cuisiner.","Sammle kleine Steine und fertige über die Kategorie „Grundlagen“ im Fertigungs-Fenster ein Lagerfeuer. Rüste das Lagerfeuer aus und platziere es mit der sekundären Aktion in der Welt. \n\nWenn es platziert ist, kannst du das Lagerfeuer verwenden, um dich warm zu halten oder um zu kochen.",,"Reúne piedras pequeñas y fabrica una fogata desde la categoría Básico de la ventana de Fabricación. Para poner la fogata en el mundo, equípala y usa la acción secundaria. \n\nUna vez puesta, podrás usar la fogata para cocinar o para entrar en calor."
quest_BasicSurvival8_subtitle,,Quest Info,KgNone,Build a Campfire,Construire un feu de camp,Mache ein Lagerfeuer,,Enciende una fogata.
quest_WhiteRiverCitizen,,Quest Info,KgNone,White River Citizen,Citoyen de la Rivière blanche,Bürger von White River,,Ciudadano de Río Blanco
quest_WhiteRiverCitizen1,,Quest Info,KgNone,White River Citizen 1/1,Citoyen de la Rivière blanche 1/1,Bürger von White River 1/1,,Ciudadano de Río Blanco 1/1
quest_WhiteRiverCitizen1_description,,Quest Info,KgNone,"Good Job Survivor,\n\nYou have proved to be capable with much potential. We have marked your map with the nearest White River Outpost location. There you will find a Trader where you can buy and sell goods, and trade stories with one of our friendly citizens.\n\nWelcome Aboard, Noah","Beau travail,\n\nTu as montré de quoi tu es capable. Ta carte indique désormais l'emplacement de l'avant-poste de la Rivière blanche le plus proche. Tu y trouveras un marchand à qui acheter et vendre des marchandises et avec qui partager tes histoires.\n\nBienvenue, Noah","Gute Arbeit, Überlebender!\n\nDu hast bewiesen, dass eine ganze Menge Potential in dir schlummert. Wir haben den nächstgelegenen Außenposten von White River auf deiner Karte markiert. Dort wirst du einen Händler finden, bei dem du Waren kaufen und verkaufen kannst, und du kannst Geschichten mit einem unserer friedlichen Bürger austauschen.\n\nWillkommen an Bord! Noah",,"Bien hecho, sobreviviente.\n\nHas demostrado ser capaz y tener un gran potencial. Hemos marcado tu mapa con el puesto de avanzada de Río Blanco más cercano. Allí, encontrarás a un vendedor al que podrás comprar y vender bienes e intercambiar historias con uno de nuestros amigables ciudadanos.\n\nBienvenido a bordo, Noah."
quest_WhiteRiverCitizen1_subtitle,,Quest Info,KgNone,Journey to Settlement,Voyage vers le hameau,Reise zur Siedlung,,Camino al asentamiento
tutorialTipQuest01_console,,Quest Info,KeyCon KgNone,"Dear Friend,\nThe wasteland can be an unforgiving place, and you look like you could use some help. Enclosed is a short guide to help you survive. If you complete it, we just might take in a new citizen. The White River Settlement, it's real and it's safe.\n Good Luck, Noah","Camarade,\nCes terres désolées sont sans merci et je pense que tu vas avoir besoin d'aide. Tu trouveras ci-joint un petit guide de survie. Si tu te débrouilles bien, tu rejoindras peut-être nos rangs. Le hameau de la Rivière blanche existe, et il est sûr.\nBonne chance, Noah","Lieber Freund!\nDas Ödland kann gnadenlos sein und du siehst aus, als könntest du etwas Hilfe gebrauchen. Anbei findest du eine kurze Anleitung, die dir beim Überleben hilft. Wenn du sie abschließt, nehmen wir vielleicht einen neuen Bürger auf. Die Siedlung von White River gibt es wirklich und sie ist sicher.\n Viel Glück! Noah",,"Querido/a amigo/a:\nEl páramo puede ser un sitio peligroso y parece que necesitas una mano. Encontrarás una pequeña guía adjunta para ayudarte a sobrevivir. Si la completas, puede que te aceptemos como un nuevo ciudadano. El asentamiento Río Blanco es real y seguro.\nBuena suerte, Noah."
requirementGroupFireaxe,,Requirement Group,KgNone,Holding Fire Axe,Tenir une hache de pompier,Feueraxt halten,,Sostener un hacha de incendio
requirementGroupShotgun,,Requirement Group,KgNone,Holding Shotgun,Tenir un fusil à pompe,Schrotflinte halten,,Sostener una escopeta
treasure_claude,,,KgNone,Claude's Treasure Map,La carte au trésor de Claude,Claudes Schatzkarte,,Mapa del tesoro de Claude
treasure_jennifer,,,KgNone,Jennifer's Treasure Map,La carte au trésor de Jennifer,Jennifers Schatzkarte,,Mapa del tesoro de Jennifer
treasure_nickole,,,KgNone,Nickole's Treasure Map,La carte au trésor de Nickole,Nickoles Schatzkarte,,Mapa del tesoro de Nickole
treasure_raphael,,,KgNone,Raphael's Treasure Map,La carte au trésor de Raphael,Raphaels Schatzkarte,,Mapa del tesoro de Raphael
treasure_sarah,,,KgNone,Sarah's Treasure Map,La carte au trésor de Sarah,Sarahs Schatzkarte,,Mapa del tesoro de Sarah
treasure_stephan,,,KgNone,Stephan's Treasure Map,La carte au trésor de Stephan,Stephans Schatzkarte,,Mapa del tesoro de Stephan
treasure_taylor,,,KgNone,Taylor's Treasure Map,La carte au trésor de Taylor,Taylors Schatzkarte,,Mapa del tesoro de Taylor
quest_WhiteRiverCitizen1_description_title,,Popup Tip,,White River Citizen,Citoyen de la Rivière blanche,Bürger von White River,,Ciudadano de Río Blanco
challenge_blitzdefense,,Challenge Info,,Blitz Defense,,,,
challenge_blitzdefense_offer,,Challenge Info,,"Hey there Zombie food,\nIf you found this note then you know we are watching you. You've made it this far so maybe you are not useless after all. We might be looking for someone like you if you can finish this challenge.\n\nCrazy J\n\nChallenge: Kill some zombie football players",,,,
challenge_blitzdefense_subtitle,,Challenge Info,,Kill some Zombie Football players,,,,
challenge_givemeaz,,Challenge Info,,Give me a Z,,,,
challenge_givemeaz_offer,,Challenge Info,,"Hey Dirtbag,\nYou didn't find this note by accident. We've been watching you for days and think you are a waste of oxygen. But maybe if you prove yourself by finishing this challenge then we may be able to find a use for you.\n\nJake, 'King of Crazies'\n\nChallenge: Kill Zombie Cheerleaders",,,,
challenge_givemeaz_subtitle,,Challenge Info,,Kill some Zombie Cheerleaders,,,,
challenge_dishonorabledischarge,,Challenge Info,,Dishonorable Discharge,,,,
challenge_dishonorabledischarge_offer,,Challenge Info,,"To the idiot stirring up all the zombies,\nWe keep placing bets on how long you are going to survive...you surprised us. There are some pesky zombies that we want you to deal with. Maybe if you live then we can talk about what you can do for us.\n\nCray-J\n\nChallenge: Kill some zombie soldiers",,,,
challenge_dishonorabledischarge_subtitle,,Challenge Info,,Kill some Zombie Soldiers,,,,
challenge_cableguysnevermadeit,,Challenge Info,,Cable Guys Never Made It,,,,
challenge_cableguysnevermadeit_offer,,Challenge Info,,"Dear Dumbass,\nI'm sure you are busy with your pathetic attempt to survive. But I have a proposition, finish this task for me and you can join the craziest gang in Navezgane. Or you can try to survive on your own.\n\n'Puts the F in Crazy' Jake\n\nChallenge: Kill some Zombie Utility Workers",,,,
challenge_cableguysnevermadeit_subtitle,,Challenge Info,,Kill some Zombie Utility Workers,,,,
ObjectiveStayWithin_keyword,,Keywords,,Stay Within,,,,
challenge_starvingtourists,,Challenge Info,,Starving Tourists,,,,
challenge_starvingtourists_offer,,Challenge Info,,"Traveler,\nThe fact that you're reading this note is no accident. My boys have been watching you and we're always looking for new recruits that are still on the living side of things. But before we get all chummy we'd like you to do this little thing to see what you're made of.\n\nThey call me Crazy Jake\n\nChallenge: Kill some disturbed tourists.",,,,
challenge_starvingtourists_subtitle,,Challenge Info,,Kill some Disturbed Tourists,,,,
dialog_trader_statement_start,,Dialogs,New,"Hello friend, how can I help you?",,,,
dialog_trader_statement_background,,Dialogs,New,What would you like to know about?,,,,
dialog_trader_statement_navezgane,,Dialogs,New,Navezgane County Arizona one of the last true Eden’s on Earth where crops can still grow which is mostly Apache Indian Reservation territory.,,,,
dialog_trader_statement_theduke,,Dialogs,New,"The most powerful man in Navezgane before the war was an ambitious, crooked Native American of Apache decent named 'Duke Cassadore' which means Warrior and Chief in Apache.",,,,
dialog_trader_statement_cassadores,,Dialogs,New,The Duke's personal band of mercenaries.,,,,
dialog_trader_statement_noah,,Dialogs,New,"The founder of the White River Settler's Outposts, Noah White stood up to the Duke and is now on the run from the Cassadores.",,,,
dialog_trader_statement_currentjobs,,Dialogs,New,Do any of these tasks sound like something you can do?,,,,
dialog_trader_statement_nojobs,,Dialogs,New,I have no work at this time.,,,,
dialog_trader_statement_admin,,Dialogs,New,Admin Options,,,,
dialog_trader_response_shop,,Dialogs,New,Can I see your inventory?,,,,
dialog_trader_response_jobsnone,,Dialogs,New,Do you have any jobs?,,,,
dialog_trader_response_jobshave,,Dialogs,New,Do you have any jobs?,,,,
dialog_trader_response_background,,Dialogs,New,Can you give me some information?,,,,
dialog_trader_response_navezgane,,Dialogs,New,Navezgane?,,,,
dialog_trader_response_theduke,,Dialogs,New,The Duke?,,,,
dialog_trader_response_cassadores,,Dialogs,New,The Cassadores?,,,,
dialog_trader_response_noah,,Dialogs,New,Noah Wright?,,,,
dialog_trader_response_whiteriveroutposts,,Dialogs,New,White River?,,,,
dialog_trader_response_nevermind,,Dialogs,New,Nevermind.,,,,
dialog_trader_response_admin,,Dialogs,New,Admin Options,,,,
dialog_trader_response_restock,,Dialogs,New,Restock Inventory,,,,
dialog_trader_response_resetquests,,Dialogs,New,Reset Quests,,,,
quest_tier1_clear,,Quest Info,New,Tier 1 Clear,,,,
quest_tier2_clear,,Quest Info,New,Tier 2 Clear,,,,
quest_tier3_clear,,Quest Info,New,Tier 3 Clear,,,,
quest_tier4_clear,,Quest Info,New,Tier 4 Clear,,,,
quest_tier5_clear,,Quest Info,New,Tier 5 Clear,,,,
quest_tier6_clear,,Quest Info,New,Tier 6 Clear,,,,
quest_tier1_fetch,,Quest Info,New,Tier 1 Fetch,,,,
quest_tier2_fetch,,Quest Info,New,Tier 2 Fetch,,,,
quest_tier3_fetch,,Quest Info,New,Tier 3 Fetch,,,,
quest_tier4_fetch,,Quest Info,New,Tier 4 Fetch,,,,
quest_tier5_fetch,,Quest Info,New,Tier 5 Fetch,,,,
quest_tier6_fetch,,Quest Info,New,Tier 6 Fetch,,,,
quest_tier2_hidden_cache,,Quest Info,New,Tier 2 Hidden Cache,,,,
quest_tier3_hidden_cache,,Quest Info,New,Tier 3 Hidden Cache,,,,
quest_tier4_hidden_cache,,Quest Info,New,Tier 4 Hidden Cache,,,,
quest_tier5_hidden_cache,,Quest Info,New,Tier 5 Hidden Cache,,,,
quest_tier6_hidden_cache,,Quest Info,New,Tier 6 Hidden Cache,,,,
quest_tier2_fetch_clear,,Quest Info,New,Tier 2 Fetch / Clear,,,,
quest_tier3_fetch_clear,,Quest Info,New,Tier 3 Fetch / Clear,,,,
quest_tier4_fetch_clear,,Quest Info,New,Tier 4 Fetch / Clear,,,,
quest_tier5_fetch_clear,,Quest Info,New,Tier 5 Fetch / Clear,,,,
quest_tier6_fetch_clear,,Quest Info,New,Tier 6 Fetch / Clear,,,,
quest_tier3_hidden_clear,,Quest Info,New,Tier 3 Hidden Cache / Clear,,,,
quest_tier4_hidden_clear,,Quest Info,New,Tier 4 Hidden Cache / Clear,,,,
quest_tier5_hidden_clear,,Quest Info,New,Tier 5 Hidden Cache / Clear,,,,
quest_tier6_hidden_clear,,Quest Info,New,Tier 6 Hidden Cache / Clear,,,,
quest_tier1_buried_supplies,,Quest Info,New,Tier 1 Buried Supplies,,,,
quest_clear_subtitle,,Quest Info,New,Clear the Area,,,,
quest_fetch_subtitle,,Quest Info,New,Retrieve the Supplies,,,,
quest_hidden_cache_subtitle,,Quest Info,New,Find the Supplies,,,,
quest_fetch_clear_subtitle,,Quest Info,New,Clear Area and Retrieve Supplies,,,,
quest_hidden_clear_subtitle,,Quest Info,New,Clear Area and Find Supplies,,,,
quest_buried_supplies_subtitle,,Quest Info,New,Find the Buried Supplies,,,,
quest_clear_description,,Quest Info,New,Head to the [DECEA3]{poi.name}[-] and clear out the zombies. This location could be useful to our cause.,,,,
quest_fetch_description,,Quest Info,New,Head to [DECEA3]{poi.name}[-] and retrieve the shipment. Be careful we don't know what's in there.,,,,
quest_hidden_cache_description,,Quest Info,New,Head to [DECEA3]{poi.name}[-] and find the hidden shipment. Proceed with caution our boys have reported seeing zombies in the area.,,,,
quest_fetch_clear_description,,Quest Info,New,Head to [DECEA3]{poi.name}[-]. Kill all the zombies and retrieve the shipment.,,,,
quest_hidden_clear_description,,Quest Info,New,Head to [DECEA3]{poi.name}[-]. Wipe out all the zombies and find the hidden shipment.,,,,
quest_buried_supplies_description,,Quest Info,New,"Head to the marked location and dig up the buried supplies. The marked location may not be entirely accurate. Once you find it, retrieve the supplies and keep the rest.",,,,
quest_treasure_description,,Quest Info,New,Head to the marked location and dig up the buried treasure. The marked location may not be entirely accurate. Happy treasure hunting!,,,,
quest_clear_statement,,Quest Info,New,Clear out the zombies in the area.,,,,
quest_fetch_statement,,Quest Info,New,Bring back the shipment.,,,,
quest_hidden_cache_statement,,Quest Info,New,Find the missing shipment.,,,,
quest_fetch_clear_statement,,Quest Info,New,Bring back the shipment and destroy those zombies.,,,,
quest_hidden_clear_statement,,Quest Info,New,Find the shipment and clear out the zombies.,,,,
quest_buried_supplies_statement,,Quest Info,New,Find the buried supplies.,,,,
quest_clear_response,,Quest Info,New,Clear Zombies ([DECEA3]{poi.distance}[-]),,,,
quest_fetch_response,,Quest Info,New,Fetch ([DECEA3]{poi.distance}[-]),,,,
quest_hidden_cache_response,,Quest Info,New,Hidden Cache ([DECEA3]{poi.distance}[-]),,,,
quest_fetch_clear_response,,Quest Info,New,Fetch / Clear ([DECEA3]{poi.distance}[-]),,,,
quest_hidden_clear_response,,Quest Info,New,Hidden Cache and Clear ([DECEA3]{poi.distance}[-]),,,,
quest_buried_supplies_response,,Quest Info,New,Buried Supplies ([DECEA3]{treasure.distance}[-]),,,,
quest_clear_completion,,Quest Info,New,Well I'll be danged. You really managed to pull through in a pinch. Thanks for killing all those zombies. Here's what I owe ya. ,,,,
quest_fetch_completion,,Quest Info,New,Well I'll be danged. You really managed to pull through in a pinch. Thanks for retrieving those supplies. Here's what I owe ya.,,,,
quest_hidden_cache_completion,,Quest Info,New,Well I'll be danged. You really managed to pull through in a pinch. Thanks for finding that cache. Here's what I owe ya.,,,,
quest_fetch_clear_completion,,Quest Info,New,Well I'll be danged. You really managed to pull through in a pinch. Thanks for killing those zombies and retrieving the supplies. Here's what I owe ya.,,,,
quest_hidden_clear_completion,,Quest Info,New,Well I'll be danged. You really managed to pull through in a pinch. Thanks for killing those zombies and finding the goods. Here's what I owe ya.,,,,
quest_buried_supplies_completion,,Quest Info,New,Well I'll be danged. You really managed to pull through in a pinch. Thanks for digging up those supplies. Here's what I owe ya.,,,,
quest_tier1_clear_offer,,Quest Info,New,Go prove that you have what it takes to be a part of White River Runners. We need you to clear out the zombies in the [DECEA3]{poi.name}[-].,,,,
quest_tier2_clear_offer,,Quest Info,New,"You are ready for more, huh? Well this one will be a little harder but I'm sure you will manage. Go kill all the zombies in the [DECEA3]{poi.name}[-].",,,,
quest_tier3_clear_offer,,Quest Info,New,You did a great job on the last clearing but this one may be a bit tougher. I'm sure you can handle it. Go wipe out the zombies in the [DECEA3]{poi.name}[-].,,,,
quest_tier4_clear_offer,,Quest Info,New,You know the drill. Go exterminate all the zombies in the [DECEA3]{poi.name}[-].,,,,
quest_tier5_clear_offer,,Quest Info,New,"This is very important to White River so I decided to send the best person for the job, unfortunately he's not available so I'll have to send you instead. Go slaughter the zombies in the [DECEA3]{poi.name}[-].",,,,
quest_tier6_clear_offer,,Quest Info,New,"This may be the toughest clear job yet, but I know I can count on you. Go finish off the zombies in the [DECEA3]{poi.name}[-]. Good luck.",,,,
quest_tier1_fetch_offer,,Quest Info,New,One of our operatives had to stash their shipment at [DECEA3]{poi.name}[-]. Go retrieve the shipment and return it to me.,,,,
quest_tier2_fetch_offer,,Quest Info,New,My men ran into trouble and had to hide their supplies at [DECEA3]{poi.name}[-]. Go get the goods and return them to me.,,,,
quest_tier3_fetch_offer,,Quest Info,New,The boys left their shipment at [DECEA3]{poi.name}[-]. I would appreciate it if you could return it to me.,,,,
quest_tier4_fetch_offer,,Quest Info,New,One of our other outposts left some supplies at [DECEA3]{poi.name}[-]. I will reward you if you could get them back for me.,,,,
quest_tier5_fetch_offer,,Quest Info,New,Some of our men went missing on a supply run at [DECEA3]{poi.name}[-]. I fear the worst but really need the supplies. Can you take care of this for me?,,,,
quest_tier6_fetch_offer,,Quest Info,New,"We got a tip about some supplies left at [DECEA3]{poi.name}[-]. This will be the toughest supply run we have sent you on. Bring home the bacon, we are counting on you.",,,,
